Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Collar_height,Collar_depth,Chamber_area,Time_of_day,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,year,Juliday,month,ecosystems,total Soil respiration,soil temperature,soil MOSITURE (%WHC),Root respiration,Rh,Ecosystems,SPEI
480,39826,104,Jing,3,Q62,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,2,grassland,,5.462427746,18.71345029,,,4,1.239462078
480,39826,104,Jing,3,Q63,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,3,grassland,1.056603774,15.72254335,10.52631579,,,4,-0.150768749
480,39826,104,Jing,3,Q64,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,4,grassland,1.144654088,18.61271676,8.888888889,,,4,-0.470564708
480,39826,104,Jing,3,Q65,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,5,grassland,4.182389937,21.3583815,9.824561404,,,4,1.379638314
480,39826,104,Jing,3,Q66,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,6,grassland,5.062893082,20.82851638,12.39766082,,,4,-0.955220431
480,39826,104,Jing,3,Q67,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,7,grassland,8.335429769,21.06936416,17.38791423,,,4,1.575498521
480,39826,104,Jing,3,Q68,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,9,grassland,4.886792453,15.14450867,18.12865497,,,4,-0.082505614
480,39826,104,Jing,3,Q69,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,10,grassland,1.70230608,11.48362235,14.26900585,,,4,-1.569717944
480,39826,104,Jing,3,Q70,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,11,grassland,0.79245283,-1.329479769,18.12865497,,,4,1.218088865
480,39826,104,Jing,3,Q71,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,12,grassland,1.188679245,-2.485549133,10.64327485,,,4,-1.116946042
480,39826,104,Jing,3,Q72,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,2,grassland,0.264150943,0.404624277,20.58479532,,,4,0.261666335
480,39826,104,Jing,3,Q73,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,3,grassland,1.320754717,6.473988439,13.0994152,,,4,-1.37127018
480,39826,104,Jing,3,Q74,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,4,grassland,3.257861635,11.0982659,21.98830409,,,4,-0.168407414
480,39826,104,Jing,3,Q75,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,5,grassland,5.327044025,15.72254335,9.941520468,,,4,0.320522934
480,39826,104,Jing,3,Q76,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,6,grassland,10.74213836,19.33526012,13.4502924,,,4,-0.249364369
480,39826,104,Jing,3,Q77,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,7,grassland,10.38993711,19.47976879,20.46783626,,,4,0.104488986
480,39826,104,Jing,3,Q78,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,8,grassland,9.362683438,17.16763006,24.09356725,,,4,-0.857498348
480,39826,104,Jing,3,Q79,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,9,grassland,5.106918239,12.97687861,24.32748538,,,4,0.174974892
480,39826,104,Jing,3,Q80,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,10,grassland,3.169811321,9.653179191,19.06432749,,,4,0.611831516
480,39826,104,Jing,3,Q81,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,11,grassland,1.144654088,1.271676301,18.47953216,,,4,0.274261691
480,39826,104,Jing,3,Q82,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,12,grassland,0.616352201,,24.09356725,,,4,-1.03554371
480,39826,104,Jing,3,Q83,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,1,grassland,0.704402516,-1.040462428,16.60818713,,,4,0.196169473
480,39826,104,Jing,3,Q84,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,3,grassland,1.320754717,1.849710983,19.41520468,,,4,-1.601232767
480,39826,104,Jing,3,Q85,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,4,grassland,1.937106918,6.040462428,19.53216374,,,4,0.855027169
480,39826,104,Jing,3,Q86,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,5,grassland,4.842767296,12.68786127,11.92982456,,,4,-0.490985796
480,39826,104,Jing,3,Q87,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,6,grassland,4.98951782,15.86705202,7.485380117,,,4,-0.474545896
480,39826,104,Jing,3,Q88,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,7,grassland,12.85534591,18.75722543,14.26900585,,,4,-1.339950264
480,39826,104,Jing,3,Q89,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,8,grassland,8.408805031,18.70905588,12.39766082,,,4,-0.494362131
480,39826,104,Jing,3,Q90,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,9,grassland,4.974842767,14.27745665,16.37426901,,,4,-0.813455939
480,39826,104,Jing,3,Q91,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,10,grassland,2.377358491,6.473988439,17.77777778,,,4,0.5346286
480,39826,104,Jing,3,Q92,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,11,grassland,1.408805031,,23.85964912,,,4,1.940868258
480,39826,104,Jing,3,Q93,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,,12,grassland,0.880503145,1.849710983,35.32163743,,,4,-0.412309542
480,39826,104,Jing,3,Q94,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,2,grassland,0.352201258,-0.751445087,21.52046784,,,4,0.717455328
480,39826,104,Jing,3,Q95,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,3,grassland,0.968553459,0.404624277,22.45614035,,,4,-1.229974329
480,39826,104,Jing,3,Q96,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,4,grassland,2.641509434,9.50867052,23.85964912,,,4,-0.231039181
480,39826,104,Jing,3,Q97,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,5,grassland,4.784067086,,11.92982456,,,4,0.871397465
480,39826,104,Jing,3,Q98,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,6,grassland,8.496855346,17.89017341,13.25536062,,,4,-0.353104547
480,39826,104,Jing,3,Q99,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,7,grassland,10.52201258,20.44315992,21.87134503,,,4,-0.980966091
480,39826,104,Jing,3,Q100,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,8,grassland,9.641509434,20.05780347,17.66081871,,,4,-1.346174896
480,39826,104,Jing,3,Q101,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,9,grassland,5.679245283,15.72254335,13.4502924,,,4,-1.013138413
480,39826,104,Jing,3,Q102,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,10,grassland,4.402515723,8.208092486,21.98830409,,,4,0.929798454
480,39826,104,Jing,3,Q103,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,11,grassland,1.452830189,0.693641618,25.38011696,,,4,-0.309257776
480,39826,104,Jing,3,Q104,BBL,China,Shanxi,Tianlongshan,,2007,10,37.483333,122,1400,None,,,,Carex spp.,Temperate,grassland,,,,chestnut soil,Dry,,,,,,10,460,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,12,grassland,1.056603774,-0.173410405,29.94152047,,,4,0.845409393
480,39826,107,Jiao,3,Q03,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,11,Forests,0.715447154,,,,0.390243902,3,0.659351584
480,39826,107,Jiao,3,Q04,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,,12,Forests,0.390243902,,,,0.130081301,3,1.675470617
480,39826,107,Jiao,3,Q05,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,1,Forests,0.666666667,,,,0.377235772,3,0.736273864
480,39826,107,Jiao,3,Q06,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,2,Forests,3.447154472,,,,2.43902439,3,1.977015882
480,39826,107,Jiao,3,Q07,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,3,Forests,5.138211382,,,,3.425474255,3,2.349984594
480,39826,107,Jiao,3,Q08,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,4,Forests,3.295392954,,,,2.493224932,3,1.367233147
480,39826,107,Jiao,3,Q09,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,5,Forests,0.715447154,,,,0.422764228,3,1.783410016
480,39826,107,Jiao,3,Q10,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,6,Forests,0.390243902,,,,0.06504065,3,-1.63217557
480,39826,107,Jiao,3,Q11,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,7,Forests,0.617886179,,,,0.325203252,3,-0.387736818
480,39826,107,Jiao,3,Q12,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,8,Forests,4.27100271,,,,2.926829268,3,-0.040061734
480,39826,107,Jiao,3,Q13,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,9,Forests,5.441734417,,,,3.859078591,3,-2.047192627
480,39826,107,Jiao,3,Q14,BBL,China,Heilongjiang,Maoershan,,,,45.4167,127.667837,400,None,,,,Ulmus davidiana Planch,Temperate,forest,,,,dark brown forest soil,Dry,,,,,,3.1,629,,,,IRGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,10,Forests,1.734417344,,,,1.279132791,3,-0.105975546
3864,40501,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,1,Forests,37.36263736,-9.00990099,0.138888889,,,3,0.851083653
3865,40502,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,2,Forests,43.95604396,,0.138888889,,,3,0.49228511
3866,40503,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,3,Forests,57.14285714,,0.148148148,,,3,-1.612877896
3892,40529,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,4,Forests,43.95604396,-9.603960396,0.138888889,,,3,-1.551458689
3893,40530,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,5,Forests,57.14285714,-5.148514851,0.148148148,,,3,-1.826038438
3895,40532,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,6,Forests,182.4175824,1.089108911,0.296296296,,,3,0.280166643
3896,40533,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,7,Forests,360.4395604,6.435643564,0.310185185,,,3,0.822071505
3897,40534,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,8,Forests,578.021978,10,,,,3,0.888869024
3898,40535,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,10,Forests,505.4945055,12.37623762,0.407407407,,,3,1.493710684
3899,40536,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2003,,11,Forests,360.4395604,9.702970297,0.388888889,,,3,2.287308196
3901,40538,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2004,,2,Forests,63.73626374,-4.554455446,0.171296296,,,3,1.80510096
3902,40539,116,Fang,,SRDB,BBL,China,,Daxinganling,CN-DXA,2004,3,50.93333333,121.5,810,None,,,,Larix gmelinii,Temperate,Forest,Natural,Evergreen,Mature,Greyzems,Dry,,25.14,52,28,10,-5.4,500,,,,Gas chromatography,50,10,2500,,18,1,,493,7,,,,,,,,,,2.306031818,,,,,,,,,,,,,250,,,0.85,,,5610,,,,240,,14620,20,,2004,,3,Forests,30.76923077,-10.1980198,0.138888889,,,3,1.89993395
